REGIONDESC,TIMEDESC,PRODHIERARCHY3,PRODHIERARCHY4,PRODHIERARCHY5,PRODHIERARCHY6,VOLUME,REVENUE_PESOS,ACTUALPRICE,DISTRIBUTION_NUMERIC,WEIGHTEDDISTRIBUTION,MAX_TEMP,MIN_TEMP,AVG_TEMP,PRECIPITATION,CATEGORY_SALES,CATEGORY_SALES_REGIONAL,BARILLITO_MC_PRICE,TECATE_MC_PRICE,HEINEKEN_MC_PRICE,INDIO_MC_PRICE,BOHEMIA_MC_PRICE,New_Years_Day,Christmas_Day,Day_of_Dead,Easter_Day,Fathers_Day,Independence_Day,Trend,seasonality_index,Year,GEODESC,CHANNELDESC,PRODDESC,GEODESC1,GEOGDESC
TOTAL AUTOS AREA 5,2019-09-22,LATA,NO RETORNABLE,12,251-400,17.812,544.3919999999998,30.56321581,76,87,79.6,42.8,65.1, 3.24 ,5651.767,873.93,0.065235921,-0.0044881520000000005,-0.010205311,0.057548570999999986,0.047724859,0,0,0,0,0,0,1.078147733,-0.021619771,2019,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
TOTAL AUTOS AREA 1,2018-09-02,BOTELLA,RETORNABLE,1,1001 O MAS,4.544,127.977,28.16395246,43,48,109.4,62.6,84.01, 10.18 ,6157.774,689.6519999999997,-0.013627566,0.0031590529999999998,-0.028810445,0.003160069,-0.011527295,0,0,0,0,0,0,1.04581074,-0.021619771,2018,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1,1001 O MAS_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1
TOTAL AUTOS AREA 2,2019-09-22,BOTELLA,RETORNABLE,1,0-250,0.024,1.006,41.91666667,1,2,102.9,49.2,77.76, 3.84 ,5651.767,1564.441,0.065235921,-0.0044881520000000005,-0.010205311,0.057548570999999986,0.047724859,0,0,0,0,0,0,1.078147733,-0.021619771,2019,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
TOTAL AUTOS AREA 5,2019-06-16,LATA,NO RETORNABLE,1,401-500,8.116,255.91099999999997,31.53166585,82,90,83.2,48.2,68.18, 2.71 ,9336.002,1328.3729999999996,-0.000628659,0.011812975,-0.048929604,0.050571665,0.012461038999999998,0,0,0,0,1,1,1.070063485,0.033881833,2019,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
TOTAL AUTOS AREA 5,2019-09-15,LATA,NO RETORNABLE,1,401-500,6.502999999999999,273.494,42.05658927,82,93,77.8,44.6,64.45, 3.46 ,8666.655,1794.162,0.055110072999999996,-0.006962853000000001,-0.006865063,0.056306497000000004,0.04993622,0,0,0,0,0,0,1.078147733,-0.021619771,2019,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
TOTAL AUTOS AREA 6,2018-12-02,BOTELLA,RETORNABLE,12,0-250,2.17,89.853,41.40691244,37,43,95.7,48.2,78.92, 5.39 ,6125.0819999999985,1348.308,-0.035397725,0.026323729,-0.03823624,0.020139976,0.009975338,0,0,0,0,0,0,1.053894988,-0.045630167,2018,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
TOTAL AUTOS AREA 4,2019-12-29,BOTELLA,NO RETORNABLE,12,251-400,0.94,38.063,40.49255319,11,16,92.2,35.9,64.93, -   ,13210.323999999999,1828.1229999999998,-0.028833337999999997,-0.054825687000000005,-0.113850017,0.000605483,-0.000311161,1,0,0,0,0,0,1.0862319809999998,-0.045630167,2019,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
TOTAL AUTOS AREA 1,2018-04-29,BOTELLA,NO RETORNABLE,6,251-400,0.71,28.055999999999997,39.51549296,14,23,102.2,48.2,74.55, 0.20 ,6347.847,720.795,0.04385645,-0.052423029,0.049200905,-0.022055078,-0.031212507,0,0,0,0,0,0,1.032336993,0.076497199,2018,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1
TOTAL AUTOS AREA 5,2019-09-29,LATA,NO RETORNABLE,12,251-400,20.823,631.302,30.317533500000003,76,86,76.0,46.4,63.85, 2.80 ,5590.625,934.72,0.065485488,0.017774206,-0.0074020280000000015,0.05844403400000001,0.042895964,0,0,0,0,0,0,1.078147733,-0.021619771,2019,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
TOTAL AUTOS AREA 1,2018-09-09,BOTELLA,RETORNABLE,1,1001 O MAS,4.169,117.12100000000001,28.09330775,42,45,110.3,59.0,85.12, 6.20 ,6533.767,641.227,-0.003840408,-0.019299864,-0.07133555700000001,-0.0028076390000000002,0.024898891,0,0,0,0,0,0,1.04581074,-0.021619771,2018,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1,1001 O MAS_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1
TOTAL AUTOS AREA 5,2019-06-23,LATA,NO RETORNABLE,1,401-500,5.403,173.864,32.17915973,79,83,77.8,46.4,64.92, 5.09 ,7365.141,1008.053,0.017117494,-0.026543217999999997,-0.112578451,0.051775874000000006,0.020292766,0,0,0,0,0,0,1.070063485,0.033881833,2019,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
TOTAL AUTOS AREA 5,2019-09-22,LATA,NO RETORNABLE,1,401-500,3.182,134.105,42.14487744,76,86,79.6,42.8,65.1, 3.24 ,5651.767,873.93,0.065235921,-0.0044881520000000005,-0.010205311,0.057548570999999986,0.047724859,0,0,0,0,0,0,1.078147733,-0.021619771,2019,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
TOTAL AUTOS AREA 6,2018-12-09,BOTELLA,RETORNABLE,12,0-250,2.162,86.757,40.12812211,40,53,92.9,41.0,74.06, 5.19 ,7047.946999999999,1349.271,-0.077687805,0.0038688570000000003,-0.056036135,0.023893988999999997,0.012233829,0,0,0,0,0,0,1.053894988,-0.045630167,2018,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
TOTAL AUTOS AREA 1,2018-05-06,BOTELLA,NO RETORNABLE,6,251-400,0.87,34.468,39.6183908,15,25,109.4,53.6,79.74, 0.16 ,6216.272,723.6389999999999,0.055144884000000005,-0.021909876000000002,0.034110714,-0.021326789,-0.027550132,0,0,0,0,0,0,1.035031742,0.05913808900000001,2018,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1
TOTAL AUTOS AREA 5,2019-10-06,LATA,NO RETORNABLE,12,251-400,20.557,619.51,30.13620664,76,85,81.4,41.0,64.71, 1.96 ,5308.6280000000015,881.8480000000003,0.078381253,0.013497766000000001,-0.003841365,0.055210033,0.039438861,0,0,0,0,0,0,1.080842482,-0.06891731,2019,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
TOTAL AUTOS AREA 1,2018-09-16,BOTELLA,RETORNABLE,1,1001 O MAS,4.939,138.385,28.01882972,43,46,106.7,57.2,82.81, 21.50 ,8301.264000000001,824.7589999999999,-0.007010959000000001,-0.064047348,-0.093560172,-0.005266278,0.030360154,0,0,0,0,0,1,1.04581074,-0.021619771,2018,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1,1001 O MAS_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1
TOTAL AUTOS AREA 6,2018-01-21,BOTELLA,RETORNABLE,12,0-250,1.635,65.23,39.89602446,38,42,96.2,42.8,75.73, 17.66 ,4275.4079999999985,923.551,-0.026198772000000002,0.022840641000000002,0.08381975400000001,0.001439538,0.005209345,0,0,0,0,0,0,1.024252745,-0.046198099000000006,2018,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
TOTAL AUTOS AREA 5,2019-06-30,LATA,NO RETORNABLE,1,401-500,5.462999999999999,176.65400000000002,32.33644518,79,90,79.6,44.6,63.85, 2.06 ,7415.733,1036.5410000000004,0.011209718,-0.052072107,-0.158246393,0.066286977,0.027035517999999998,0,0,0,0,0,0,1.070063485,0.033881833,2019,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
TOTAL AUTOS AREA 5,2019-09-29,LATA,NO RETORNABLE,1,401-500,2.95,124.29899999999999,42.13525424,71,82,76.0,46.4,63.85, 2.80 ,5590.625,934.72,0.065485488,0.017774206,-0.0074020280000000015,0.05844403400000001,0.042895964,0,0,0,0,0,0,1.078147733,-0.021619771,2019,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
TOTAL AUTOS AREA 5,2018-04-29,BOTELLA,RETORNABLE,12,0-250,4.953,209.43099999999998,42.28366646,54,65,81.4,42.8,65.05, 6.95 ,6347.847,1272.485,0.04385645,-0.052423029,0.049200905,-0.022055078,-0.031212507,0,0,0,0,0,0,1.032336993,0.076497199,2018,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
TOTAL AUTOS AREA 6,2018-12-16,BOTELLA,RETORNABLE,12,0-250,2.964,115.45100000000001,38.95107962,42,52,91.4,39.2,72.41, 5.23 ,7748.099,1602.6860000000001,-0.092856155,0.007888293000000001,-0.06928380599999999,0.025592406,0.012522469,0,0,0,0,0,0,1.053894988,-0.045630167,2018,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
TOTAL AUTOS AREA 1,2018-05-13,BOTELLA,NO RETORNABLE,6,251-400,0.63,25.528000000000002,40.52063492,12,19,111.4,50.0,78.53, 0.01 ,7359.196,762.623,0.046102755999999995,-0.025610214,0.043409588,-0.021834969,-0.033894582,0,0,0,0,0,0,1.035031742,0.05913808900000001,2018,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1
TOTAL AUTOS AREA 5,2019-10-13,LATA,NO RETORNABLE,12,251-400,21.641,640.241,29.58463102,77,90,81.4,48.2,64.8, 3.68 ,5712.181,1135.37,0.081783218,0.003656173,-0.008991232,0.052031627999999996,0.033328774,0,0,0,0,0,0,1.080842482,-0.06891731,2019,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
TOTAL AUTOS AREA 1,2018-09-23,BOTELLA,RETORNABLE,1,1001 O MAS,5.348,149.984,28.04487659,42,45,105.8,60.8,83.37, 3.97 ,5779.981,651.201,0.0018712610000000001,-0.032458482999999996,-0.044326172000000004,-0.008749484,0.033999028,0,0,0,0,0,0,1.04581074,-0.021619771,2018,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1,1001 O MAS_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1
TOTAL AUTOS AREA 6,2018-01-28,BOTELLA,RETORNABLE,12,0-250,1.6580000000000001,66.533,40.12846803,37,46,93.2,39.2,73.34, 12.06 ,4789.1579999999985,906.47,-0.02659789,0.00602145,0.072340352,0.001563921,0.003651002,0,0,0,0,0,0,1.024252745,-0.046198099000000006,2018,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
TOTAL AUTOS AREA 5,2019-07-07,LATA,NO RETORNABLE,1,401-500,5.4910000000000005,177.93400000000003,32.40466217,81,82,79.6,44.6,64.32, 8.49 ,8490.645,1176.708,0.021393191000000002,0.0036874990000000003,-0.054436398,0.059044835,0.027424018999999997,0,0,0,0,0,0,1.0727582340000001,0.038618211,2019,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
TOTAL AUTOS AREA 5,2019-10-06,LATA,NO RETORNABLE,1,401-500,3.1310000000000002,132.21200000000002,42.22676461,78,87,81.4,41.0,64.71, 1.96 ,5308.6280000000015,881.8480000000003,0.078381253,0.013497766000000001,-0.003841365,0.055210033,0.039438861,0,0,0,0,0,0,1.080842482,-0.06891731,2019,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
TOTAL AUTOS AREA 5,2018-05-06,BOTELLA,RETORNABLE,12,0-250,5.431,230.635,42.46639661,56,66,81.4,44.6,63.17, 4.42 ,6216.272,981.446,0.055144884000000005,-0.021909876000000002,0.034110714,-0.021326789,-0.027550132,0,0,0,0,0,0,1.035031742,0.05913808900000001,2018,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
TOTAL AUTOS AREA 6,2018-12-23,BOTELLA,RETORNABLE,12,0-250,5.01,190.679,38.05968064,49,60,93.9,41.0,75.6, 4.71 ,9559.144,2026.625,-0.08704299800000001,-0.034682054,-0.066316412,0.030977576,0.014335714,0,1,0,0,0,0,1.053894988,-0.045630167,2018,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
TOTAL AUTOS AREA 1,2018-05-20,BOTELLA,NO RETORNABLE,6,251-400,0.5539999999999999,22.565,40.73104693,13,21,109.4,44.6,76.85, -   ,6927.291,678.817,0.040102985,1.11536e-05,0.032079552000000004,-0.006691743000000001,-0.035594116,0,0,0,0,0,0,1.035031742,0.05913808900000001,2018,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1
TOTAL AUTOS AREA 5,2019-10-20,LATA,NO RETORNABLE,12,251-400,23.570999999999998,695.841,29.52106402,77,88,76.0,44.6,63.12, 3.91 ,5340.611,834.58,0.07292821,0.006796226999999999,-0.007716716,0.055733028,0.03183309,0,0,0,0,0,0,1.080842482,-0.06891731,2019,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
TOTAL AUTOS AREA 6,2018-02-04,BOTELLA,RETORNABLE,12,0-250,3.2760000000000002,120.572,36.8046398,43,53,95.8,42.8,76.97, 4.29 ,5873.379,1013.632,-0.0033037120000000003,-0.016339829,0.078592859,0.000998393,0.00333553,0,0,0,0,0,0,1.026947494,-0.047299884,2018,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
TOTAL AUTOS AREA 5,2019-07-14,LATA,NO RETORNABLE,1,401-500,4.713,152.79399999999995,32.41969022,78,84,79.6,44.6,64.11, 4.49 ,7628.76,956.942,0.026631106,0.016271822,-0.04192913,0.059437982,0.027810075,0,0,0,0,0,0,1.0727582340000001,0.038618211,2019,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
TOTAL AUTOS AREA 5,2019-10-13,LATA,NO RETORNABLE,1,401-500,2.904,122.697,42.25103306,75,85,81.4,48.2,64.8, 3.68 ,5712.181,1135.37,0.081783218,0.003656173,-0.008991232,0.052031627999999996,0.033328774,0,0,0,0,0,0,1.080842482,-0.06891731,2019,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
TOTAL AUTOS AREA 5,2018-05-13,BOTELLA,RETORNABLE,12,0-250,5.9170000000000025,249.99099999999999,42.24961974,56,65,85.0,44.6,67.71, 3.42 ,7359.196,1426.18,0.046102755999999995,-0.025610214,0.043409588,-0.021834969,-0.033894582,0,0,0,0,0,0,1.035031742,0.05913808900000001,2018,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
TOTAL AUTOS AREA 6,2018-12-30,BOTELLA,RETORNABLE,12,0-250,9.359,330.861,35.35217438,58,66,94.5,44.6,77.51, 4.04 ,12713.418,2637.2129999999997,-0.074214285,-0.029883395,-0.039665692,0.035433402999999995,0.016322349,1,0,0,0,0,0,1.053894988,-0.045630167,2018,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
TOTAL AUTOS AREA 5,2018-12-30,BOTELLA,NO RETORNABLE,6,251-400,5.101,228.875,44.86865321,72,79,74.2,24.8,56.52, -   ,12713.418,1762.033,-0.074214285,-0.029883395,-0.039665692,0.035433402999999995,0.016322349,1,0,0,0,0,0,1.053894988,-0.045630167,2018,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
TOTAL AUTOS AREA 5,2018-06-03,LATA,NO RETORNABLE,1,401-500,6.942,238.324,34.33074042,82,85,83.2,46.4,67.11, 3.29 ,7599.726,1345.237,0.021538521,0.000854861,0.013189989,-0.021082392999999998,-0.026080982000000003,0,0,0,0,0,0,1.037726492,0.033881833,2018,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
TOTAL AUTOS AREA 6,2018-02-11,BOTELLA,RETORNABLE,12,0-250,3.543,126.164,35.60937059,42,58,97.9,44.6,77.81, 1.40 ,5053.971,1035.413,0.004547596,0.014557579,0.059381231,-0.007396386,0.00606252,0,0,0,0,0,0,1.026947494,-0.047299884,2018,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
TOTAL AUTOS AREA 5,2019-07-21,LATA,NO RETORNABLE,1,401-500,4.742,154.151,32.50759173,79,88,76.0,48.2,62.95, 8.01 ,8158.812,917.2410000000001,0.026785025,-0.17153275899999998,-0.162191041,0.05302024599999999,0.03209265,0,0,0,0,0,0,1.0727582340000001,0.038618211,2019,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
TOTAL AUTOS AREA 3,2019-12-01,BOTELLA,RETORNABLE,12,0-250,8.162,281.678,34.51090419,33,45,95.0,37.4,66.64, -   ,6043.717,650.529,0.032915803,-0.015087366999999999,-0.045792735,0.014931676000000001,-0.027125943,0,0,0,0,0,0,1.0862319809999998,-0.045630167,2019,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3
TOTAL AUTOS AREA 5,2018-05-20,BOTELLA,RETORNABLE,12,0-250,6.192,260.82,42.12209302,56,72,85.0,41.0,66.17, 5.38 ,6927.291,1289.805,0.040102985,1.11536e-05,0.032079552000000004,-0.006691743000000001,-0.035594116,0,0,0,0,0,0,1.035031742,0.05913808900000001,2018,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
TOTAL AUTOS AREA 6,2019-01-06,BOTELLA,RETORNABLE,12,0-250,4.596,175.35,38.15274151,48,56,93.7,39.2,73.89, 4.01 ,9080.44,1950.2520000000002,-0.042686392999999996,0.030311571000000002,0.016361017,0.042330665999999996,0.0124669,1,0,0,0,0,0,1.056589738,-0.046198099000000006,2019,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
TOTAL AUTOS AREA 5,2019-01-06,BOTELLA,NO RETORNABLE,6,251-400,4.879,218.435,44.77044476,70,73,76.0,26.6,55.84, -   ,9080.44,1391.81,-0.042686392999999996,0.030311571000000002,0.016361017,0.042330665999999996,0.0124669,1,0,0,0,0,0,1.056589738,-0.046198099000000006,2019,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
TOTAL AUTOS AREA 5,2018-06-10,LATA,NO RETORNABLE,1,401-500,4.989,171.812,34.43816396,80,85,79.6,48.2,64.41, 9.34 ,7921.499,1401.675,-0.006147982,-0.0033542959999999997,-0.020091805,-0.037136037000000004,-0.031499154,0,0,0,0,0,0,1.037726492,0.033881833,2018,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
TOTAL AUTOS AREA 6,2018-02-18,BOTELLA,RETORNABLE,12,0-250,3.301,120.06200000000001,36.37140261,47,56,99.4,48.2,78.64, 2.27 ,5351.353,1089.897,0.006824425,0.0030613940000000003,0.055959975999999995,-0.020427063,0.004249893,0,0,0,0,0,0,1.026947494,-0.047299884,2018,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
TOTAL AUTOS AREA 5,2019-07-28,LATA,NO RETORNABLE,1,401-500,4.569,147.751,32.33771066,78,88,79.6,42.8,63.42, 3.59 ,7357.134,889.931,0.016525328,-0.166884861,-0.137154729,0.060503303,0.035032355,0,0,0,0,0,0,1.0727582340000001,0.038618211,2019,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
TOTAL AUTOS AREA 3,2019-12-08,BOTELLA,RETORNABLE,12,0-250,3.878,148.966,38.41309954,36,45,100.8,33.8,64.19, -   ,6347.913000000001,675.455,-0.014479043999999996,-0.005634138,-0.11018840699999999,0.007714233000000002,-0.033937485,0,0,0,0,0,0,1.0862319809999998,-0.045630167,2019,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3
TOTAL AUTOS AREA 5,2018-05-27,BOTELLA,RETORNABLE,12,0-250,7.356,311.728,42.37737901,57,68,90.4,39.2,68.82, -   ,6275.531,1018.311,0.041695972000000005,0.009874367,-0.080751117,0.001117175,-0.031936956,0,0,0,0,0,0,1.035031742,0.05913808900000001,2018,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
TOTAL AUTOS AREA 5,2019-01-13,BOTELLA,NO RETORNABLE,6,251-400,3.286,147.365,44.84631771,56,72,72.4,33.8,57.04, -   ,4830.403,902.3789999999999,-0.0035609490000000008,0.076851634,0.043694615,0.050251950999999996,0.010475236,0,0,0,0,0,0,1.056589738,-0.046198099000000006,2019,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
TOTAL AUTOS AREA 5,2018-06-17,LATA,NO RETORNABLE,1,401-500,6.153,209.745,34.08824963,83,92,76.0,50.0,64.02, 4.54 ,8509.985999999999,1379.6070000000002,-0.012665043,-0.06963514900000001,-0.051802314,-0.052409355,-0.036338233,0,0,0,0,1,0,1.037726492,0.033881833,2018,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
TOTAL AUTOS AREA 1,2019-04-07,LATA,NO RETORNABLE,6,251-400,0.068,2.168,31.88235294,0,1,105.8,37.4,72.37, -   ,6699.226,665.2130000000002,-0.013202387,0.060954355,-0.002201729,0.070916736,0.032706544,0,0,0,0,0,0,1.0646739859999999,0.076497199,2019,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1
TOTAL AUTOS AREA 6,2018-02-25,BOTELLA,RETORNABLE,12,0-250,3.389,120.76,35.63293007,43,56,101.2,50.0,79.0, 0.04 ,4905.978,975.174,0.008826518,-0.004997755,0.062417365999999995,-0.02205543,0.004004112,0,0,0,0,0,0,1.026947494,-0.047299884,2018,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
TOTAL AUTOS AREA 5,2019-08-04,LATA,NO RETORNABLE,1,401-500,4.284,170.362,39.76704015,79,89,77.8,48.2,64.97, 5.51 ,7425.016,1064.032,0.022618459,-0.019119785,-0.037260692000000005,0.062889504,0.043506811,0,0,0,0,0,0,1.075452984,0.008025792,2019,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
TOTAL AUTOS AREA 3,2019-12-15,BOTELLA,RETORNABLE,12,0-250,7.726,281.746,36.46725343,39,50,96.2,32.8,61.6, 0.64 ,7993.681,833.9689999999997,-0.044898757000000004,-0.021667203,-0.117140177,-0.004539039,-0.026688068,0,0,0,0,0,0,1.0862319809999998,-0.045630167,2019,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3
TOTAL AUTOS AREA 5,2018-06-03,BOTELLA,RETORNABLE,12,0-250,38.375,1314.225,34.24690554,59,71,83.2,46.4,67.11, 3.29 ,7599.726,1345.237,0.021538521,0.000854861,0.013189989,-0.021082392999999998,-0.026080982000000003,0,0,0,0,0,0,1.037726492,0.033881833,2018,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
