,REGIONDESC,TIMEDESC,PRODHIERARCHY3,PRODHIERARCHY4,PRODHIERARCHY5,PRODHIERARCHY6,VOLUME,REVENUE_PESOS,ACTUALPRICE,DISTRIBUTION_NUMERIC,WEIGHTEDDISTRIBUTION,MAX_TEMP,MIN_TEMP,AVG_TEMP,PRECIPITATION,CATEGORY_SALES,CATEGORY_SALES_REGIONAL,BARILLITO_MC_PRICE,TECATE_MC_PRICE,HEINEKEN_MC_PRICE,INDIO_MC_PRICE,BOHEMIA_MC_PRICE,New_Years_Day,Christmas_Day,Day_of_Dead,Easter_Day,Fathers_Day,Independence_Day,Trend,seasonality_index,Year,GEODESC,CHANNELDESC,PRODDESC,GEODESC1,GEOGDESC
1641,TOTAL AUTOS AREA 5,03/24/19,BOTELLA,RETORNABLE,12,0-250,16.304000000000002,573.49,35.17480373,56,71,85.0,33.8,62.82, -   ,7162.33,1208.241,-0.008803481,0.061616291,-0.006392236,0.0653213,0.0291909829999999,0,0,0,0,0,0,1.061979237,0.033368106,2019,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
1642,TOTAL AUTOS AREA 2,01/07/18,BOTELLA,RETORNABLE,12,251-400,2.705,96.4,35.63770795,33,32,89.6,23.0,59.12, 0.03 ,4489.871,1138.655,-0.020251708,0.008547725,0.100086477,0.006786945,0.005354591,1,0,0,0,0,0,1.024252745,-0.046198099,2018,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,251-400_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
1643,TOTAL AUTOS AREA 6,08/11/19,LATA,NO RETORNABLE,6,251-400,2.13,73.222,34.37652582,18,22,100.4,55.4,83.59, 8.35 ,7152.073,1536.729,0.029368744,-0.02937495,-0.043455869,0.053298517,0.0491152,0,0,0,0,0,0,1.075452984,0.008025792,2019,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
1644,TOTAL AUTOS AREA 5,09/16/18,LATA,NO RETORNABLE,4,401-500,31.864,1018.575,31.96632563,80,80,77.8,46.4,64.42, 1.76 ,8301.264000000001,1673.581,-0.007010959,-0.064047348,-0.093560172,-0.005266278,0.030360154,0,0,0,0,0,1,1.04581074,-0.021619771,2018,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
1645,TOTAL AUTOS AREA 2,10/20/19,LATA,NO RETORNABLE,12,251-400,13.287,389.693,29.3288929,42,50,96.6,28.1,69.93, 10.16 ,5340.611,1515.024,0.07292821,0.0067962269999999,-0.007716716,0.055733028,0.03183309,0,0,0,0,0,0,1.080842482,-0.06891731,2019,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
1646,TOTAL AUTOS AREA 2,12/02/18,BOTELLA,RETORNABLE,1,251-400,0.071,2.456,34.5915493,2,3,89.8,27.2,61.74, 5.70 ,6125.081999999999,1680.463,-0.035397725,0.026323729,-0.03823624,0.020139976,0.009975338,0,0,0,0,0,0,1.053894988,-0.045630167,2018,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,251-400_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
1647,TOTAL AUTOS AREA 1,03/24/19,LATA,NO RETORNABLE,12,251-400,1.883,59.357,31.52257037,21,38,98.6,41.0,70.67, -   ,7162.33,704.332,-0.008803481,0.061616291,-0.006392236,0.0653213,0.0291909829999999,0,0,0,0,0,0,1.061979237,0.033368106,2019,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1
1648,TOTAL AUTOS AREA 3,09/29/19,LATA,NO RETORNABLE,1,401-500,2.24,93.115,41.56919643,61,76,94.9,48.2,70.65, 25.20 ,5590.625,619.619,0.065485488,0.017774206,-0.007402028,0.058444034,0.042895964,0,0,0,0,0,0,1.078147733,-0.021619771,2019,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3
1649,TOTAL AUTOS AREA 1,09/22/19,BOTELLA,RETORNABLE,12,251-400,1.73,69.28,40.04624277,17,35,100.4,57.2,81.26, 5.44 ,5651.767,687.3689999999997,0.065235921,-0.004488152,-0.010205311,0.0575485709999999,0.047724859,0,0,0,0,0,0,1.078147733,-0.021619771,2019,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1,251-400_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1
1650,TOTAL AUTOS AREA 6,12/23/18,LATA,NO RETORNABLE,4,401-500,13.622,429.164,31.50521216,75,84,93.9,41.0,75.6, 4.71 ,9559.144,2026.625,-0.087042998,-0.034682054,-0.066316412,0.030977576,0.014335714,0,1,0,0,0,0,1.053894988,-0.045630167,2018,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
1651,TOTAL AUTOS AREA 4,09/29/19,LATA,NO RETORNABLE,4,401-500,17.524,551.376,31.46404930000001,88,91,92.3,46.4,70.44, 28.57 ,5590.625,647.158,0.065485488,0.017774206,-0.007402028,0.058444034,0.042895964,0,0,0,0,0,0,1.078147733,-0.021619771,2019,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
1652,TOTAL AUTOS AREA 5,03/31/19,BOTELLA,RETORNABLE,12,0-250,19.142,657.7360000000001,34.36088183,54,61,81.4,37.4,64.54, -   ,7322.72,1253.7,-0.016281513,0.068143689,-0.006878068,0.066637854,0.030539687,0,0,0,0,0,0,1.061979237,0.033368106,2019,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
1653,TOTAL AUTOS AREA 2,01/14/18,BOTELLA,RETORNABLE,12,251-400,2.607,92.309,35.40813195,32,32,84.2,19.4,50.79, 3.78 ,4366.77,1182.573,-0.025285553,0.0284181989999999,0.0872891919999999,-0.000901618,0.00295335,0,0,0,0,0,0,1.024252745,-0.046198099,2018,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,251-400_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
1654,TOTAL AUTOS AREA 6,08/18/19,LATA,NO RETORNABLE,6,251-400,2.674,90.251,33.7513089,18,27,100.8,59.0,82.91, 22.59 ,6807.627,1634.049,0.035909773,-0.02395118,-0.042029453,0.053830703,0.05102077,0,0,0,0,0,0,1.075452984,0.008025792,2019,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
1655,TOTAL AUTOS AREA 5,09/23/18,LATA,NO RETORNABLE,4,401-500,16.646,541.98,32.55917337,79,79,77.8,46.4,63.98, 1.88 ,5779.981,883.438,0.001871261,-0.0324584829999999,-0.044326172,-0.008749484,0.033999028,0,0,0,0,0,0,1.04581074,-0.021619771,2018,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
1656,TOTAL AUTOS AREA 2,10/27/19,LATA,NO RETORNABLE,12,251-400,8.561,257.723,30.10431024,40,47,98.2,25.1,66.07, 5.90 ,5119.344,1360.701,0.070340722,-0.025596993,-0.022461507,0.028251564,0.030755806,0,0,0,0,0,0,1.080842482,-0.06891731,2019,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
1657,TOTAL AUTOS AREA 2,01/27/19,BOTELLA,RETORNABLE,1,251-400,0.024,0.848,35.33333333,2,3,90.3,24.0,57.75, 1.67 ,4940.649,1204.435,-0.0188281369999999,0.068387227,0.008464491,0.037497309,0.022459922,0,0,0,0,0,0,1.056589738,-0.046198099,2019,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,251-400_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
1658,TOTAL AUTOS AREA 1,03/31/19,LATA,NO RETORNABLE,12,251-400,2.36,74.52,31.57627119,23,42,95.0,42.8,71.35, 0.09 ,7322.72,709.06,-0.016281513,0.068143689,-0.006878068,0.066637854,0.030539687,0,0,0,0,0,0,1.061979237,0.033368106,2019,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1
1659,TOTAL AUTOS AREA 4,11/11/18,BOTELLA,NO RETORNABLE,6,251-400,1.266,56.399,44.54897314,42,45,96.8,30.7,62.65, 12.89 ,5976.533,921.032,0.029458662,0.008940638,-0.032751603,0.002713637,0.019697423,0,0,0,0,0,0,1.051200239,-0.0198639969999999,2018,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
1660,TOTAL AUTOS AREA 1,09/29/19,BOTELLA,RETORNABLE,12,251-400,1.704,67.498,39.61150235,18,36,99.7,51.8,79.58, 5.91 ,5590.625,620.776,0.065485488,0.017774206,-0.007402028,0.058444034,0.042895964,0,0,0,0,0,0,1.078147733,-0.021619771,2019,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1,251-400_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1
1661,TOTAL AUTOS AREA 6,05/12/19,BOTELLA,NO RETORNABLE,15,251-400,0.005,0.159,31.8,0,0,107.5,59.0,85.11, 6.28 ,7946.015,1836.092,-0.006032048,0.041213886,-0.0265669,0.072282627,0.027450207,0,0,0,0,0,0,1.067368735,0.059138089,2019,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
1662,TOTAL AUTOS AREA 6,12/30/18,LATA,NO RETORNABLE,4,401-500,18.937,609.8919999999998,32.20636848,76,83,94.5,44.6,77.51, 4.04 ,12713.418,2637.213,-0.074214285,-0.029883395,-0.039665692,0.0354334029999999,0.016322349,1,0,0,0,0,0,1.053894988,-0.045630167,2018,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
1663,TOTAL AUTOS AREA 4,10/06/19,LATA,NO RETORNABLE,4,401-500,16.835,550.119,32.67710128,89,92,93.3,43.6,71.2, 7.10 ,5308.6280000000015,630.87,0.078381253,0.013497766,-0.003841365,0.055210033,0.039438861,0,0,0,0,0,0,1.080842482,-0.06891731,2019,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
1664,TOTAL AUTOS AREA 5,04/07/19,BOTELLA,RETORNABLE,12,0-250,25.971,876.8560000000001,33.76288938,58,70,83.2,35.6,64.07, -   ,6699.226,1175.621,-0.013202387,0.060954355,-0.002201729,0.070916736,0.032706544,0,0,0,0,0,0,1.064673986,0.076497199,2019,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
1665,TOTAL AUTOS AREA 5,09/30/18,LATA,NO RETORNABLE,4,401-500,18.506,609.427,32.93131957,80,79,77.8,44.6,63.42, 1.15 ,5768.913000000001,1043.829,0.018148893,-0.009140585,-0.041405803,-0.011678962,0.035147529,0,0,0,0,0,0,1.04581074,-0.021619771,2018,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
1666,TOTAL AUTOS AREA 2,11/03/19,LATA,NO RETORNABLE,12,251-400,12.209,348.55800000000005,28.54926693,38,47,91.4,37.6,67.92, 2.97 ,5796.781,1479.9879999999994,0.061649708,-0.0151882999999999,0.004274831,0.028835807,0.038389353,0,0,1,0,0,0,1.083537232,-0.0198639969999999,2019,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
1667,TOTAL AUTOS AREA 1,04/07/19,LATA,NO RETORNABLE,12,251-400,1.764,55.14,31.2585034,23,39,105.8,37.4,72.37, -   ,6699.226,665.2130000000002,-0.013202387,0.060954355,-0.002201729,0.070916736,0.032706544,0,0,0,0,0,0,1.064673986,0.076497199,2019,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1
1668,TOTAL AUTOS AREA 4,11/18/18,BOTELLA,NO RETORNABLE,6,251-400,1.332,59.297,44.51726727,42,49,92.6,32.5,65.71, -   ,6069.696999999999,841.562,0.0152649,0.004616876,-0.060711153,0.002513188,0.01371072,0,0,0,0,0,0,1.051200239,-0.0198639969999999,2018,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
1669,TOTAL AUTOS AREA 1,10/06/19,BOTELLA,RETORNABLE,12,251-400,1.7719999999999998,66.60300000000001,37.58634312,19,38,104.9,53.6,82.0, 2.75 ,5308.6280000000015,608.368,0.078381253,0.013497766,-0.003841365,0.055210033,0.039438861,0,0,0,0,0,0,1.080842482,-0.06891731,2019,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1,251-400_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1
1670,TOTAL AUTOS AREA 6,01/06/19,LATA,NO RETORNABLE,4,401-500,13.935,462.195,33.1679225,73,80,93.7,39.2,73.89, 4.01 ,9080.44,1950.252,-0.0426863929999999,0.030311571,0.016361017,0.0423306659999999,0.0124669,1,0,0,0,0,0,1.056589738,-0.046198099,2019,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
1671,TOTAL AUTOS AREA 4,10/13/19,LATA,NO RETORNABLE,4,401-500,14.621,484.439,33.13309623,87,93,93.9,48.1,70.8, 21.64 ,5712.181,997.631,0.081783218,0.003656173,-0.008991232,0.0520316279999999,0.033328774,0,0,0,0,0,0,1.080842482,-0.06891731,2019,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
1672,TOTAL AUTOS AREA 3,03/10/19,BOTELLA,NO RETORNABLE,6,251-400,1.64,73.529,44.8347561,47,60,99.9,44.6,70.41, -   ,5987.102,632.51,-0.007857839,0.051726407,-0.015699971,0.063980236,0.031083137,0,0,0,0,0,0,1.061979237,0.033368106,2019,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3
1673,TOTAL AUTOS AREA 2,11/10/19,LATA,NO RETORNABLE,12,251-400,9.956,294.968,29.6271595,41,49,93.2,28.0,59.12, 8.82 ,5324.071999999999,1301.897,0.044982188,-0.005147351,-0.025078755,0.02221159,0.036859086,0,0,0,0,0,0,1.083537232,-0.0198639969999999,2019,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
1674,TOTAL AUTOS AREA 1,04/14/19,LATA,NO RETORNABLE,12,251-400,2.121,66.382,31.29750118,21,38,104.0,37.4,72.04, 0.23 ,7828.475,738.194,-0.015981692,0.019323065,-0.05442353,0.061034932,0.029421118,0,0,0,0,0,0,1.064673986,0.076497199,2019,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1
1675,TOTAL AUTOS AREA 4,11/25/18,BOTELLA,NO RETORNABLE,6,251-400,1.396,62.06100000000001,44.45630372,44,66,91.6,38.3,64.95, 19.97 ,5918.74,859.262,0.019554573,0.004760881,-0.045447651,0.015016256,0.0126881739999999,0,0,0,0,0,0,1.051200239,-0.0198639969999999,2018,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
1676,TOTAL AUTOS AREA 1,10/13/19,BOTELLA,RETORNABLE,12,251-400,1.5630000000000002,58.585,37.48240563,18,38,104.0,53.6,79.5, 3.84 ,5712.181,594.06,0.081783218,0.003656173,-0.008991232,0.0520316279999999,0.033328774,0,0,0,0,0,0,1.080842482,-0.06891731,2019,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1,251-400_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1
1677,TOTAL AUTOS AREA 1,12/29/19,BOTELLA,RETORNABLE,1,1001 O MAS,4.478,122.669,27.39370255,33,38,83.8,35.0,59.0, -   ,13210.324,1423.655,-0.0288333379999999,-0.054825687,-0.113850017,0.000605483,-0.000311161,1,0,0,0,0,0,1.0862319809999998,-0.045630167,2019,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1,1001 O MAS_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1
1678,TOTAL AUTOS AREA 6,01/13/19,LATA,NO RETORNABLE,4,401-500,6.815,222.655,32.67131328,67,73,96.9,42.8,74.58, 4.58 ,4830.403,1146.037,-0.003560949,0.076851634,0.043694615,0.0502519509999999,0.010475236,0,0,0,0,0,0,1.056589738,-0.046198099,2019,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
1679,TOTAL AUTOS AREA 4,10/20/19,LATA,NO RETORNABLE,4,401-500,14.800999999999998,489.059,33.04229444,88,90,92.6,46.7,69.77, 20.21 ,5340.611,629.737,0.07292821,0.0067962269999999,-0.007716716,0.055733028,0.03183309,0,0,0,0,0,0,1.080842482,-0.06891731,2019,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
1680,TOTAL AUTOS AREA 3,03/17/19,BOTELLA,NO RETORNABLE,6,251-400,1.755,78.75399999999998,44.87407407,48,56,99.4,41.0,67.14, 0.37 ,7380.420999999998,806.812,-0.005673531,0.04805929,-0.00402644,0.061548896,0.028177415,0,0,0,0,0,0,1.061979237,0.033368106,2019,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3
1681,TOTAL AUTOS AREA 2,11/17/19,LATA,NO RETORNABLE,12,251-400,14.007,400.221,28.57292782,41,50,92.2,30.9,65.99, 1.18 ,6461.15,1428.14,0.040713199,-0.013624957,-0.035379216,0.0097203769999999,0.0039828979999999,0,0,0,0,0,0,1.083537232,-0.0198639969999999,2019,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
1682,TOTAL AUTOS AREA 4,12/02/18,BOTELLA,NO RETORNABLE,6,251-400,1.17,51.902,44.36068376,42,50,93.0,32.8,65.9, 0.21 ,6125.081999999999,691.039,-0.035397725,0.026323729,-0.03823624,0.020139976,0.009975338,0,0,0,0,0,0,1.053894988,-0.045630167,2018,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
1683,TOTAL AUTOS AREA 1,10/20/19,BOTELLA,RETORNABLE,12,251-400,1.6909999999999998,63.98,37.83560024,18,40,99.5,50.1,77.86, 2.62 ,5340.611,590.951,0.07292821,0.0067962269999999,-0.007716716,0.055733028,0.03183309,0,0,0,0,0,0,1.080842482,-0.06891731,2019,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1,251-400_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1
1684,TOTAL AUTOS AREA 1,12/29/19,BOTELLA,RETORNABLE,12,251-400,3.591,134.095,37.34196603,24,38,83.8,35.0,59.0, -   ,13210.324,1423.655,-0.0288333379999999,-0.054825687,-0.113850017,0.000605483,-0.000311161,1,0,0,0,0,0,1.0862319809999998,-0.045630167,2019,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1,251-400_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1
1685,TOTAL AUTOS AREA 2,01/07/18,LATA,NO RETORNABLE,4,401-500,3.705,124.766,33.67503374,24,24,89.6,23.0,59.12, 0.03 ,4489.871,1138.655,-0.020251708,0.008547725,0.100086477,0.006786945,0.005354591,1,0,0,0,0,0,1.024252745,-0.046198099,2018,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
1686,TOTAL AUTOS AREA 4,10/27/19,LATA,NO RETORNABLE,4,401-500,13.435,445.32,33.14625977,88,90,92.3,45.4,69.17, 17.96 ,5119.344,612.706,0.070340722,-0.025596993,-0.022461507,0.028251564,0.030755806,0,0,0,0,0,0,1.080842482,-0.06891731,2019,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
1687,TOTAL AUTOS AREA 3,03/24/19,BOTELLA,NO RETORNABLE,6,251-400,1.7,76.217,44.83352941,50,53,102.3,42.4,69.7, -   ,7162.33,791.163,-0.008803481,0.061616291,-0.006392236,0.0653213,0.0291909829999999,0,0,0,0,0,0,1.061979237,0.033368106,2019,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3
1688,TOTAL AUTOS AREA 5,12/29/19,BOTELLA,RETORNABLE,12,251-400,16.026,656.1439999999999,40.94246849,88,92,76.0,33.8,57.87, -   ,13210.324,1815.131,-0.0288333379999999,-0.054825687,-0.113850017,0.000605483,-0.000311161,1,0,0,0,0,0,1.0862319809999998,-0.045630167,2019,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,251-400_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
1689,TOTAL AUTOS AREA 1,10/27/19,BOTELLA,RETORNABLE,12,251-400,1.734,64.119,36.97750865,18,37,97.9,41.0,74.25, 0.51 ,5119.344,615.577,0.070340722,-0.025596993,-0.022461507,0.028251564,0.030755806,0,0,0,0,0,0,1.080842482,-0.06891731,2019,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1,251-400_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1
1690,TOTAL AUTOS AREA 4,07/07/19,BOTELLA,NO RETORNABLE,6,251-400,1.591,72.29,45.43683218,46,62,94.2,47.1,72.29, 48.00 ,8490.645,1387.355,0.021393191,0.003687499,-0.054436398,0.059044835,0.0274240189999999,0,0,0,0,0,0,1.072758234,0.038618211,2019,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
1691,TOTAL AUTOS AREA 2,01/14/18,LATA,NO RETORNABLE,4,401-500,2.575,86.411,33.55766989999999,24,22,84.2,19.4,50.79, 3.78 ,4366.77,1182.573,-0.025285553,0.0284181989999999,0.0872891919999999,-0.000901618,0.00295335,0,0,0,0,0,0,1.024252745,-0.046198099,2018,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
1692,TOTAL AUTOS AREA 3,11/10/19,LATA,NO RETORNABLE,4,401-500,9.644,331.851,34.41009954,74,81,100.3,43.8,67.8, 2.83 ,5324.071999999999,574.149,0.044982188,-0.005147351,-0.025078755,0.02221159,0.036859086,0,0,0,0,0,0,1.083537232,-0.0198639969999999,2019,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3
1693,TOTAL AUTOS AREA 4,11/03/19,LATA,NO RETORNABLE,4,401-500,16.551,552.7719999999998,33.39810283,87,90,94.0,34.5,69.01, 1.92 ,5796.781,719.6310000000003,0.061649708,-0.0151882999999999,0.004274831,0.028835807,0.038389353,0,0,1,0,0,0,1.083537232,-0.0198639969999999,2019,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
1694,TOTAL AUTOS AREA 6,08/25/19,LATA,NO RETORNABLE,6,251-400,2.189,75.077,34.29739607,17,19,102.2,50.0,83.4, 14.76 ,6200.615,1403.976,0.026770891,-0.023022315,-0.047151359,0.0507492779999999,0.052393262,0,0,0,0,0,0,1.075452984,0.008025792,2019,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
1695,TOTAL AUTOS AREA 3,03/31/19,BOTELLA,NO RETORNABLE,6,251-400,1.521,68.294,44.90072321,47,48,100.3,42.8,69.31, -   ,7322.72,938.966,-0.016281513,0.068143689,-0.006878068,0.066637854,0.030539687,0,0,0,0,0,0,1.061979237,0.033368106,2019,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3
1696,TOTAL AUTOS AREA 3,11/10/19,LATA,NO RETORNABLE,12,251-400,10.037,294.071,29.29869483,60,75,100.3,43.8,67.8, 2.83 ,5324.071999999999,574.149,0.044982188,-0.005147351,-0.025078755,0.02221159,0.036859086,0,0,0,0,0,0,1.083537232,-0.0198639969999999,2019,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3
1697,TOTAL AUTOS AREA 2,01/21/18,LATA,NO RETORNABLE,4,401-500,2.526,84.98200000000001,33.6429137,26,25,86.7,19.1,57.45, 4.61 ,4275.407999999999,1150.435,-0.026198772,0.022840641,0.083819754,0.001439538,0.005209345,0,0,0,0,0,0,1.024252745,-0.046198099,2018,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
